"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.2109,0,0,0,0,0,0,0,0,0,0.5429,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.0961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.0211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.2111,0,0,0,0,0,0,0,0,0,0,0,0,-0.3241,0
"N_Anxty",0,0,0,0,0,-0.1147,0,0,0,0,0,0,0,0.4543,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.1599,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.0403,0.3181,0,0,0,0,0,0,0,0,0.3911,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1045,0,0.4707,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
