"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.0453,0,0,0,0,0.2375,0,0,0.6195,0,0,0,0.5538,0,0,0,0,-0.254
"A_Cmpn",0,0,-0.2283,0,0,0,0,0,0,0,0,0,0.3174,0,0,0,0,0,0
"A_Rspct",0,0,0,0.0454,0,0.2632,-0.6242,0,0,-0.3183,0,0,0,0,0,0,0,0.5504,0
"N_Depr",0,-0.4411,0,0,0.0643,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.2824,0,0,0,0,-0.352,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.0816,0,0,0,0,0,0.5496,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.2553,0,0,0,0,-0.6007,0,0,0,0,0,0
"C_Rspnbl",0.2722,0,0,0,0,0,0,0,-0.2532,0,0,0.3844,0,0.482,0,0,0.7316,0,0.2725
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
