"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.0355,0,0,0,0,0,0,0,0,0,0.713,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.0038,0,0,0,0,0,0,0,0,0,0.5002,0,0,0,0,0,0.3209,0
"A_Cmpn",0,0,-0.0131,0,0,0.5246,0,0,0.4486,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.069,0,0,0,0.491,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,-0.4473,0,0,-0.261,0,0,0,0,0,-0.5151,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1784,0,0,0,0,0,0,0,0.6426,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.2053,0,0,0.5934,0,0,0,0.7285,0,0,0,-0.2775,-0.245
"C_Prdctv",0,0,0,0.3664,0,0,0.5102,-0.0885,0,0,0.3764,0,0,0,0,0,0,0.4352,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.3274,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
