"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1402,0,0,0,0,0,0,0,0,0,0,0.1403,0,0,0,0,0,0,0
"E_EnerLev",0,0.12,0,0,0,0,0,0,0,0,0,0.1263,0,0.1335,0,0.1918,0.125,0,0
"A_Cmpn",0,0,0.1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0.1071,0,0.1323,0,0,0,0,0,0,0,0,0,0,0,0,0.1067,0.138
"N_Anxty",0,0,0,0,0,0.1444,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1988,0,0,0,0.3283,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1551,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1404,0,0,0.1379,0,0,0,0,0.1339,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
