"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,-0.0783,-0.0069,-0.1862,-0.2835,0.0821,0.0367,0.0997,0.0617,-0.1112,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.0783,1,0.2259,0.0517,-0.0234,-0.1412,-0.1063,0.1077,-0.1106,0.2345,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.0069,0.2259,1,0.0432,-0.0237,-0.1168,-0.1986,-0.0448,0.047,0.1782,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.1862,0.0517,0.0432,1,0.0187,-0.2731,-0.09,-0.2083,-0.2297,0.1134,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.2835,-0.0234,-0.0237,0.0187,1,-0.0397,-0.0178,-0.2533,0.2146,-0.1008,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.0821,-0.1412,-0.1168,-0.2731,-0.0397,1,0.506,0.3781,-0.0459,-0.1972,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0367,-0.1063,-0.1986,-0.09,-0.0178,0.506,1,0.5038,-3e-04,-0.2205,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0997,0.1077,-0.0448,-0.2083,-0.2533,0.3781,0.5038,1,-0.1838,-0.1157,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0617,-0.1106,0.047,-0.2297,0.2146,-0.0459,-3e-04,-0.1838,1,0.0688,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.1112,0.2345,0.1782,0.1134,-0.1008,-0.1972,-0.2205,-0.1157,0.0688,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.9707,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.8177,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.8066,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7472,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7598,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9752,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999
