"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.0464,0,0,0,0,0,0,0,0,0,0.3252,-0.3967,0,0,0,0,0,0,0
"E_EnerLev",0,-0.1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.2709,0,0,0,0,0,0,0,0,0,0,-0.5001,0,0,0,0,0
"A_Rspct",0,0,0,-0.0097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",-0.1818,0,0,0,-0.0243,0,0,0,0,-0.2995,0,0,0,0,0.5112,0.3186,-0.3048,0.4443,0
"N_Anxty",0,0,0,0,0,0.2956,0,0,0,0,0,0,0,0,0,0,0,0,-0.2996
"N_EmoVol",0,0,0,0,0,0,0.0273,0,0,0,0,-0.7005,0,0,0,0,-0.6929,0.2943,0
"C_Prdctv",0,0,0,0,0,0,0,-0.0826,0,0,0,0,0,0,0,0.8619,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.2209,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
