"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.5516,0,0,0,0,0,0.5778,0,0.6473,0,1.365,-0.5915,0,0,0,0,-1.1276,0,0
"E_EnerLev",0,-0.0064,0,0,0,0,-0.4703,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.2016,0,0,0,0,0,0,0,0,0,0.6187,0,-0.3107,0,0,0,0.4798
"A_Rspct",0,0,0,-0.16,0,0,0,0,0,0.5408,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.0033,0,0,0,0,0,0,0,0,0,0.5394,0,-0.3248,-0.3068,0
"N_Anxty",0,0,0,0,0,0.311,0,0,0,0,0,0,0,0,0,0.3679,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.0655,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0.4057,0,0.1387,0,0.9633,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.101,0,0,0,0,0,0,0,0.4929,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
