"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1139,0,0,0,0,0,0,0,0,0,0,0.1126,0,0,0,0,0.1163,0,0
"E_EnerLev",0,0.1134,0,0,0,0,0,0,0,0.1454,0,0.1407,0.1277,0,0.1264,0,0,0,0
"A_Cmpn",0,0,0.1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1264,0,0,0,0,0,0,0,0,0,0.1373,0.136,0,0,0,0
"N_Depr",0.133,0,0,0.135,0.1541,0,0,0,0,0.1195,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1401,0,0,0,0,0,0,0,0,0,0.14,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1177,0,0,0,0,0,0,0.1178,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1445,0,0,0,0,0,0,0,0,0,0.1447,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1604,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
