"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.179,0,0,0,0,0,0,0,0,0,0,0.4322,0,0,-0.3623,0,0,0,0
"E_EnerLev",0,-0.0301,0,0,0,0,0,0,0,0,0,0,0.5783,0,0,0,0,0,0
"A_Cmpn",0,0,-0.1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4496,0
"A_Rspct",0,0,0,-0.0326,0,0,0,0,0,0.6272,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1579,0,0,0,0,-0.3949,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,-0.1897,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.2162,0,0,0,0,0,0,0,0,0,0,0,0.3821
"C_Prdctv",0,0,0,0,0,0,0,0.0149,0,0,0.4699,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.312,0,0,0.3357,0,0.5129,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
