"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,-0.3616,-0.1193,-0.0351,0.3457,0.4015,0.4538,0.1097,-0.2263,-0.0388,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.3616,1,0.5079,0.3059,0.083,-0.4007,-0.4061,-0.3668,0.361,0.1383,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.1193,0.5079,1,0.5094,0.4736,-0.1205,-0.4021,-0.2587,0.5135,0.3183,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.0351,0.3059,0.5094,1,0.4306,-0.3939,-0.4013,-0.4272,0.3949,0.4419,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.3457,0.083,0.4736,0.4306,1,-0.1028,-0.2447,-0.2463,0.3422,0.3512,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.4015,-0.4007,-0.1205,-0.3939,-0.1028,1,0.4934,0.2717,-0.2579,-0.3092,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.4538,-0.4061,-0.4021,-0.4013,-0.2447,0.4934,1,0.4218,-0.4738,-0.3872,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1097,-0.3668,-0.2587,-0.4272,-0.2463,0.2717,0.4218,1,-0.4123,-0.1926,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.2263,0.361,0.5135,0.3949,0.3422,-0.2579,-0.4738,-0.4123,1,0.3352,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0388,0.1383,0.3183,0.4419,0.3512,-0.3092,-0.3872,-0.1926,0.3352,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.7898,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.5089,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.7208,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5413,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5748,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5817,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7604,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6842,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8093
