"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3318,0,0,0,0
"E_EnerLev",0,-0.0329,0,0,0,0,0,0,0,0.4059,0,0,0,0,0,0,0.3443,0,0
"A_Cmpn",0,0,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.1303,0,0,0,0,0,0,0,0,0,-0.3223,0,0,0,0,0
"N_Depr",0,0,0,0,0.0751,0,0,0,0,-0.3114,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0.3558,0,0,0.2126,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.0544,0,0,0,0,0,0,0.3353,0,0,0,0,0
"C_Prdctv",0,0,0,0.3922,0,0,0,-0.0129,0,-0.2496,0,0.3035,0,0,0,0,0,0.2762,0
"C_Rspnbl",0,0,0,0,0,0.2845,0,0,-0.16,0,0,0,0,0,0,0,0,0,0.2982
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
