"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.2966,0,0,0,0,0,0.3187,0,0.3182,0,0.4385,0.2867,0,0,0,0,0.5694,0,0
"E_EnerLev",0,0.143,0,0,0,0,0.1426,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.113,0,0,0,0,0,0,0,0,0,0.1147,0,0.1119,0,0,0,0.119
"A_Rspct",0,0,0,0.1468,0,0,0,0,0,0.1655,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1176,0,0,0,0,0,0,0,0,0,0.1199,0,0.1277,0.1344,0
"N_Anxty",0,0,0,0,0,0.1448,0,0,0,0,0,0,0,0,0,0.1406,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1606,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0.1628,0,0.1526,0,0.2232,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1391,0,0,0,0,0,0,0,0.1395,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
