"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,-0.0831,-0.0182,0.0525,0.0371,-0.3235,-0.0962,0.0818,0.0237,-0.1064,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.0831,1,0.442,0.1809,0.5388,0.2332,-0.0135,0.2295,-0.0237,-0.0657,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.0182,0.442,1,0.2147,0.5167,0.1558,0.0721,0.0708,0.043,-0.1164,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0525,0.1809,0.2147,1,0.3473,-0.0515,0.0256,0.2028,-0.4817,-0.0795,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0371,0.5388,0.5167,0.3473,1,0.1179,-0.0247,0.1113,-0.0045,-0.1217,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.3235,0.2332,0.1558,-0.0515,0.1179,1,0.2915,0.4514,0.0242,-0.0029,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0962,-0.0135,0.0721,0.0256,-0.0247,0.2915,1,0.1414,0.0319,0.1744,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0818,0.2295,0.0708,0.2028,0.1113,0.4514,0.1414,1,-0.3854,-0.3932,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0237,-0.0237,0.043,-0.4817,-0.0045,0.0242,0.0319,-0.3854,1,0.3366,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.1064,-0.0657,-0.1164,-0.0795,-0.1217,-0.0029,0.1744,-0.3932,0.3366,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.6871,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.711,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.4929,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6294,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9974,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7486,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8704,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8262,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7733
