"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1478,0,0,0,0,0,0,0,0,0,0.1463,0,0,0,0,0,0,0,0
"E_EnerLev",0.122,0.1219,0,0,0,0.1203,0,0,0,0,0,0.1144,0,0,0,0,0.1189,0,0
"A_Cmpn",0,0,0.1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1089,0,0,0.1131,0,0,0,0,0.109,0,0.1099,0,0,0,0,0
"N_Depr",0,0,0,0,0.1243,0,0,0.1335,0.1363,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0.1402,0.1386,0,0,0,0,0,0,0,0.1362,0,0,0,0,0
"N_EmoVol",0.1259,0,0,0,0,0,0.128,0,0,0,0,0,0,0.1256,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1362,0,0,0,0,0,0,0,0,0,0.1362,0
"C_Rspnbl",0,0,0,0,0,0.1407,0,0,0.1451,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
