"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,0.0414,-0.0203,-0.1698,0.0355,-0.0199,-0.2939,-0.2836,0.0042,0.1776,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.0414,1,0.6825,0.5198,0.0148,-0.5218,-0.4148,0.0942,0.3609,0.3593,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.0203,0.6825,1,0.5519,-0.0375,-0.5032,-0.3999,-0.0665,0.5011,0.4257,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.1698,0.5198,0.5519,1,0.1545,-0.3489,-0.3604,0.0223,0.442,0.22,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0355,0.0148,-0.0375,0.1545,1,-0.2179,-0.3837,-0.2581,-0.0189,0.1897,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.0199,-0.5218,-0.5032,-0.3489,-0.2179,1,0.6789,0.5933,-0.5073,-0.3891,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2939,-0.4148,-0.3999,-0.3604,-0.3837,0.6789,1,0.3602,-0.2439,-0.3785,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2836,0.0942,-0.0665,0.0223,-0.2581,0.5933,0.3602,1,-0.4414,-0.3387,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0042,0.3609,0.5011,0.442,-0.0189,-0.5073,-0.2439,-0.4414,1,0.4979,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1776,0.3593,0.4257,0.22,0.1897,-0.3891,-0.3785,-0.3387,0.4979,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.4905,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.6211,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.6992,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7554,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5566,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5716,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2621,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2693,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8928
