"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.4493,0,0,0,-0.3093,0,-0.4222,0.6386,0,0,0,0,0,-0.9188,0,0,0.8905,-0.7479,0
"E_EnerLev",-0.7792,0.0413,0.3852,0,0,0,-0.5901,0,0,0,0,0,0,0,0,0,0,0,0.5216
"A_Cmpn",0,0,0.228,0,0,0,0,0,0,0,0.4204,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.0845,0,0,0,0,0,0,0,0.626,0,0,0,0,-0.4624,0,0
"N_Depr",0,0,0,0,-0.1848,0,0,0,0,0,-0.3497,0,0,0,0,0.5202,0,0,0
"N_Anxty",0,0,0,0,0,0.266,0,0,-0.4421,0,-0.4909,0,0,0,0,0,0.3475,0,0
"N_EmoVol",0,0,-0.3692,0,0,0,0.2042,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0.8872,0,-0.3717,0,0,0,0,-0.1405,0,0,0,0,0.7467,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.3413,0.9121,0,0,0,0,0.2621,0,0.3721,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
