"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.5329,0,0,0,0.3348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.2179,0,0,0,0,0,0,0,0,0,0,0.4121,0,0,0,0,0,0
"A_Cmpn",0,0,-0.0725,0,0,0.3247,0,0,0,0,0,0,0.3714,0,0,0,-0.492,0,0
"A_Rspct",0,-0.3678,0,0.1086,0,0,0,0,0,0.4757,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.0509,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,-0.2873,0,0,0.0651,0,0,-0.4426,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.0956,0,0,0,0,0,0,0.3493,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.1842,0,0,0,0,0,0,0,-0.3671,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.1538,0,0,0,0,0,0,-0.4449,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
