"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1646,0,0,0,0,0.1726,0,0,0,0,0,0,0,0.1559,0.1617,0,0,0,0
"E_EnerLev",0,0.1711,0,0,0.1517,0.1685,0,0,0,0,0,0.1592,0.1631,0,0,0,0,0,0
"A_Cmpn",0,0,0.2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1793,0,0.1735,0,0,0,0.1743,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0.1617,0,0.1528,0,0,0,0.1531,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1845,0,0,0,0,0,0,0,0,0,0,0,0,0.1896
"N_EmoVol",0,0,0,0,0,0,0.1625,0,0,0,0,0,0.1682,0.1629,0,0,0,0,0
"C_Prdctv",0.1077,0,0,0,0,0,0,0.1379,0.1783,0,0.1064,0,0,0.1135,0,0,0,0.1509,0
"C_Rspnbl",0,0,0,0,0,0,0,0,1.2852,0,0,0,0,0,0.7953,0,1.9663,0,0.7545
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
