"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.2047,0,0,0,0,0,0.2537,0,0.2635,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.1597,0,0,0,-0.3166,0,0,0,0,0,0,-0.2978,0,0,0,0,0
"A_Rspct",0,0,0,0.2237,0,0,0,-0.3828,0,0,0,0,0,0,0,-0.3047,0,0,0
"N_Depr",0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0.4887,0,0,0,0
"N_Anxty",0,0,0,0,0,-0.046,0,0,0,0,0,0,0,0,0,0.4967,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.0081,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.1574,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.0086,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
