"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.1944,0,0.312,0,0,0,-0.2838,0,0,0,0,0,0,-0.2901,0,0,0,0,0
"E_EnerLev",0,-0.1139,0,-0.2937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.0799,0,0,-0.2668,0,0,-0.2617,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349
"N_Anxty",0,0,0,0,0,0.0797,0,-0.3193,0,0,0,0,0,0.5112,0,0,0,0,0
"N_EmoVol",0,-0.2575,0,0,0,0,-0.1506,0,0,0,0,0,0,0.344,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.1928,0,0,0,0,0,0,0,0,0,0.254,0
"C_Rspnbl",0.2675,0,0,0,0,0,0,0,-0.2603,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
