"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.2334,0,0,0,0,0,0,0,0,0,0.4761,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.2278,0,0,0,0,0,0,0.5765,-0.3466,0,0,0,0,-0.4696,0,0,0
"A_Rspct",0,0,0,0.0451,0,0,0,0,0,0.5881,0,0,0,0,0,0,0,0.3316,0
"N_Depr",0,0,0,0,0.2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.2892,0,0,0,0,0,0,0,0.3866,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.2982,0,0,0,0,0,0,0,0.4388,0,0,0,0
"C_Prdctv",0,-0.3457,0,0,0,0,0,-0.019,0,0,0,0,0,0,0,-0.5105,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-7e-04,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
