"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,0.0213,0.089,-0.121,-0.2461,0.0977,-0.0418,-0.0289,-0.0519,-0.0599,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.0213,1,0.5849,-0.0676,0.1752,-0.6277,-0.5757,-0.5526,-0.1599,-0.2274,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.089,0.5849,1,0.1185,0.339,-0.7046,-0.5254,-0.515,0.1046,0.0691,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.121,-0.0676,0.1185,1,0.4064,-0.2021,-0.0079,-0.2001,0.167,0.1555,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.2461,0.1752,0.339,0.4064,1,-0.3529,-0.1186,-0.2416,0.1307,0.1285,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.0977,-0.6277,-0.7046,-0.2021,-0.3529,1,0.6682,0.7102,-0.2195,0.0312,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0418,-0.5757,-0.5254,-0.0079,-0.1186,0.6682,1,0.5955,-0.115,0.0449,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0289,-0.5526,-0.515,-0.2001,-0.2416,0.7102,0.5955,1,0.0084,0.1574,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.0519,-0.1599,0.1046,0.167,0.1307,-0.2195,-0.115,0.0084,1,0.5674,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0599,-0.2274,0.0691,0.1555,0.1285,0.0312,0.0449,0.1574,0.5674,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.9522,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,5.2124,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.845,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.997,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6377,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5166,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4116,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6455,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9909
