"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1303,0,0,0,0,0,0,0,0,0,0,0,0,0.1291,0,0,0,0,0
"E_EnerLev",0,0.1316,0,0,0,0,0,0,0,0,0,0,0,0.1316,0,0,0,0,0
"A_Cmpn",0,0,0.1344,0,0,0,0,0,0,0,0,0,0,0,0.1342,0,0,0,0
"A_Rspct",0,0,0,0.1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0.119,0.1158,0,0,0,0,0,0,0,0,0,0,0.1124,0,0,0.1183
"N_Anxty",0,0,0,0,0,0.1181,0,0,0,0,0,0,0,0,0,0.1142,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1285,0,0,0,0,0,0.1319,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1359,0,0,0,0,0,0,0,0,0,0,0.1389
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1224,0,0,0.1222,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
