"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1003,0,0,0,0,0.3414,0,0,0,0,0,0,0,0.3891,-0.32,0,0,0,0
"E_EnerLev",0,0.2332,0,0,-0.2438,0.6636,0,0,0,0,0,-0.368,-0.2348,0,0,0,0,0,0
"A_Cmpn",0,0,-0.2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.3783,0,-0.0995,0,0,0,-0.3101,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,-0.5777,0,0.1067,0,0,0,0.4036,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,-0.3721,0,0,0,0,0,0,0,0,0,0,0,0,-0.3056
"N_EmoVol",0,0,0,0,0,0,-0.3005,0,0,0,0,0,-0.3971,0.4021,0,0,0,0,0
"C_Prdctv",-0.3145,0,0,0,0,0,0,-0.2903,0.2612,0,-0.2364,0,0,-0.5145,0,0,0,1.0312,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-1.8535,0,0,0,0,0,-1.1261,0,-2.282,0,0.8841
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
