"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.2993,0.2891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3362,-0.406
"E_EnerLev",0,-0.2175,0,0,0,0,0,0,0,0.5133,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.0862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5166,-0.426
"N_Depr",0,0,0,0,-0.5148,0,0.4032,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.0541,0,0,-0.4626,0,0,0,0,-0.9068,0,0.4893,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1463,0,0,0,0,0,0,0,0,0,0,-0.8939,0
"C_Prdctv",0,0,0,0,0,0,0,0.0041,0,0,0,0,0,0,-0.4425,-0.3465,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1735,0.5224,0,0.4412,0,0.762,1.2072,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
