"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1763,0,0,0,0,0,0,0,0,0,0,0,0,-0.3967,0,0,0,0,0
"E_EnerLev",0,-0.3809,0,0,0,0,0,0,0,0.7601,0,0,0.4355,0,0,0.4765,0,0,0
"A_Cmpn",0,0,-0.1057,0,0,0,0,0,0,0,0.5947,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.2222,0,0,0.2743,0,0,0,0,0,0,0,-0.4116,0,0,0,0.577
"N_Depr",0,0,0.3135,0,0.0366,0,0,0,-0.4221,0,0,0,0,0,0,0,0,0,0.494
"N_Anxty",0,0,0,0,0,-0.1796,0,0,0,0,0,0,0,0,0,0.3335,0,0,0.5686
"N_EmoVol",0,0,0,0,0,0,0.1504,0,0,0,0,-0.3999,0,0,0,0,-0.5326,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.1386,0,0,0.6502,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.0845,0,0,0.4215,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
