"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.0292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3684,0,0
"E_EnerLev",0,-0.0756,0,0,0,0,0,0,0,0.4671,0,0.3305,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.1778,0,0,0,0,0,0,0,0,0,0.3642,0,0,0,0,0,0
"A_Rspct",0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,-0.4771,0,0,0
"N_Depr",0,0,0,0,-0.1498,0,0,0,0,0,0,0,0,0,0,0.4607,0,-0.3294,0
"N_Anxty",0,0,0,0,0,-0.071,0,0,0,0,0,0,0,0.4393,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.0813,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",-0.2722,0,0,0,0,0,0,0.1469,0,0,0,0,0,0,0,0,0,0.6408,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.248,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
