"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",0.9431,-0.3792,-0.2397,-0.2804,-0.4671,0.066,0.1233,0.0994,0.0801,-0.2511,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.3792,0.9932,0.428,0.1133,0.4886,-0.0578,0.0775,-0.3997,0.2013,0.6509,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.2397,0.428,0.9932,0.2617,0.2507,-0.0864,-0.1884,-0.2917,0.3017,0.3371,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.2804,0.1133,0.2617,0.9989,0.1398,-0.2672,-0.1141,-0.3326,0.1146,0.2632,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.4671,0.4886,0.2507,0.1398,0.89,-0.1005,0.1567,-0.2885,0.1483,0.5818,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.066,-0.0578,-0.0864,-0.2672,-0.1005,0.9945,-0.6173,0.1705,0.2593,-0.3325,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.1233,0.0775,-0.1884,-0.1141,0.1567,-0.6173,0.9989,-0.0134,-0.4283,0.4108,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0994,-0.3997,-0.2917,-0.3326,-0.2885,0.1705,-0.0134,0.9974,-0.3448,-0.481,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0801,0.2013,0.3017,0.1146,0.1483,0.2593,-0.4283,-0.3448,0.9792,0.0254,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.2511,0.6509,0.3371,0.2632,0.5818,-0.3325,0.4108,-0.481,0.0254,0.9944,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.4525,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.7107,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.9723,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.4405,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5865,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2496,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9086,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6721,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4208
