"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0396,0,0,0,0.5822,0,0,0,0,0,0,0,0,0,0,-0.4358,0,0,0
"E_EnerLev",0,-0.2566,0,0,0,0,0.3403,0,0,0.5219,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.0457,0,0,0,0,0,0,0,0,0,-0.478,0,0,0,0,0
"N_Depr",-0.2471,0,-0.3753,0,0.2946,0.2981,-0.3319,-0.4544,0,0,0,0,0.634,0,0.9593,0,0,0,0
"N_Anxty",0,0.335,0,0,0,0.2127,0.29,0,0,-0.2294,-0.478,0.5876,0,0,0,0.2136,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.4887,0,0,0,0,0,0,-0.5395,0,0,0.2793,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.0651,0,0,0.4695,0,0,0,0,0,0,0.3498,0
"C_Rspnbl",0,-0.2798,0,0,0,0,0,0.5231,-0.491,0,0.4264,0,0,-0.2501,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
