"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,-0.1588,-0.1113,-0.0211,-0.0717,0.1776,0.1564,-0.0493,0.1771,0.0818,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.1588,1,0.3999,0.1387,0.4428,-0.5028,-0.5021,-0.392,0.3525,0.2971,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.1113,0.3999,1,0.0534,0.1689,-0.4309,-0.1169,-0.0849,0.1257,0.4926,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.0211,0.1387,0.0534,1,0.0255,-0.3987,-0.2338,-0.1494,0.2262,0.1906,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.0717,0.4428,0.1689,0.0255,1,-0.41,-0.2345,-0.3959,0.0412,0.2095,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.1776,-0.5028,-0.4309,-0.3987,-0.41,1,0.6755,0.5031,-0.3896,-0.4376,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.1564,-0.5021,-0.1169,-0.2338,-0.2345,0.6755,1,0.6542,-0.6044,-0.2455,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0493,-0.392,-0.0849,-0.1494,-0.3959,0.5031,0.6542,1,-0.5216,-0.401,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1771,0.3525,0.1257,0.2262,0.0412,-0.3896,-0.6044,-0.5216,1,0.2118,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0818,0.2971,0.4926,0.1906,0.2095,-0.4376,-0.2455,-0.401,0.2118,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.6949,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.637,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.8452,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7972,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7697,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5096,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5711,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5191,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995
