"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,-0.0154,-0.001,0.3029,-0.0987,0.1513,0.0837,0.0289,0.1947,0.03,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.0154,1,0.4931,-0.0137,0.4178,-0.3274,-0.0514,0.1538,0.5105,0.4396,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.001,0.4931,1,0.1662,0.308,-0.2741,-0.2618,0.053,0.3953,0.1288,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.3029,-0.0137,0.1662,1,0.5627,0.0311,-0.2907,-0.0875,-0.0689,0.1115,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.0987,0.4178,0.308,0.5627,1,-0.1097,-0.0788,0.0651,0.039,0.2723,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.1513,-0.3274,-0.2741,0.0311,-0.1097,1,0.4565,0.3196,-0.3746,-0.4043,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0837,-0.0514,-0.2618,-0.2907,-0.0788,0.4565,1,0.4106,0.1838,0.1386,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0289,0.1538,0.053,-0.0875,0.0651,0.3196,0.4106,1,0.1751,-0.0329,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1947,0.5105,0.3953,-0.0689,0.039,-0.3746,0.1838,0.1751,1,0.4648,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.03,0.4396,0.1288,0.1115,0.2723,-0.4043,0.1386,-0.0329,0.4648,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,1.8079,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.7785,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.4328,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8357,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4926,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7618,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9957,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7476,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7714
