"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.2186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.3951,0,0,0,0,0,0,0,2.3682,0,0,0,2.7253,0,0,1.0875,0,0
"A_Cmpn",0,0,-0.0997,0,0,0,0,0,0,0,0,0,0.3787,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.0547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,-0.0999,0,0,0,0,0,-1.1386,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1383,0,0,0,0,0,0,0,0.7041,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.2118,0,0,0,0,0,0,0.7061,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.1622,0,0,0,0,0,0,0,0,0,0.5642,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.0956,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
