"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,-0.2629,-0.2567,0.0653,-0.261,0.2367,0.2316,0.3106,-0.0749,-0.1742,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.2629,1,0.5389,0.1298,0.5534,-0.2646,-0.1082,-0.2487,0.2391,0.2828,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.2567,0.5389,1,0.345,0.2969,-0.3209,-0.2307,-0.3322,0.3875,0.4408,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0653,0.1298,0.345,1,0.3569,-0.2754,-0.2092,-0.1999,0.3992,0.496,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.261,0.5534,0.2969,0.3569,1,-0.3246,-0.0916,-0.335,0.264,0.2998,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.2367,-0.2646,-0.3209,-0.2754,-0.3246,1,0.3822,0.632,-0.3981,-0.4441,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.2316,-0.1082,-0.2307,-0.2092,-0.0916,0.3822,1,0.437,-0.1002,-0.3392,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.3106,-0.2487,-0.3322,-0.1999,-0.335,0.632,0.437,1,-0.5058,-0.4488,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.0749,0.2391,0.3875,0.3992,0.264,-0.3981,-0.1002,-0.5058,1,0.4944,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.1742,0.2828,0.4408,0.496,0.2998,-0.4441,-0.3392,-0.4488,0.4944,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.9924,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.6285,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.7432,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6652,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8391,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8018,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5682,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6382
