"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1243,0,0
"E_EnerLev",0,0.1097,0,0,0,0,0,0,0,0.1048,0,0.1057,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1364,0,0,0,0,0,0,0,0,0,0.1191,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1341,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0
"N_Depr",0,0,0,0,0.1093,0,0,0,0,0,0,0,0,0,0,0.1041,0,0.1057,0
"N_Anxty",0,0,0,0,0,0.1232,0,0,0,0,0,0,0,0.1162,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1384,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0.1023,0,0,0,0,0,0,0.1052,0,0,0,0,0,0,0,0,0,0.0967,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1279,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
