"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.0944,0,0,0,0,0,0,0,0,0,0.3487,0,0,0,0,-0.3635,0,0,0
"E_EnerLev",0,0.0224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.1844,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3767,0,0
"A_Rspct",0,0,0,0.1628,0,0,0,0,0,0.3313,0,0.433,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,-0.1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,-0.3117,0,0,0,0,-0.2891,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.1917,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,-0.3108,0,0.3783,-0.3424,0,0,0,0,0,0,0,0,0.3071,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.1322,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
