"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1475,0,0,0,0,0,0,0,0,0,0,0,0,0.1463,0,0,0,0,0
"E_EnerLev",0,0.1321,0,0,0,0,0,0,0,0.1401,0,0,0.1221,0,0,0.183,0,0,0
"A_Cmpn",0,0,0.1386,0,0,0,0,0,0,0,0.1505,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1367,0,0,0.1357,0,0,0,0,0,0,0,0.1483,0,0,0,0.1556
"N_Depr",0,0,0.1481,0,0.1614,0,0,0,0.1409,0,0,0,0,0,0,0,0,0,0.1413
"N_Anxty",0,0,0,0,0,0.1373,0,0,0,0,0,0,0,0,0,0.1271,0,0,0.1423
"N_EmoVol",0,0,0,0,0,0,0.1527,0,0,0,0,0.1698,0,0,0,0,0.1676,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1428,0,0,0.1553,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1489,0,0,0.1527,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
