"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",0.9517,-0.0758,-0.0067,-0.1812,-0.2738,0.0793,0.0358,0.0934,0.0602,-0.1082,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.0758,0.9856,0.2242,0.0512,-0.023,-0.1388,-0.1056,0.1027,-0.1097,0.2322,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.0067,0.2242,1,0.0431,-0.0234,-0.1156,-0.1986,-0.043,0.047,0.1777,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.1812,0.0512,0.0431,0.995,0.0185,-0.2697,-0.0898,-0.1996,-0.229,0.1128,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.2738,-0.023,-0.0234,0.0185,0.9804,-0.0389,-0.0176,-0.2409,0.2125,-0.0996,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.0793,-0.1388,-0.1156,-0.2697,-0.0389,0.9799,0.5009,0.3595,-0.0455,-0.1946,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0358,-0.1056,-0.1986,-0.0898,-0.0176,0.5009,0.9999,0.484,-3e-04,-0.2199,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0934,0.1027,-0.043,-0.1996,-0.2409,0.3595,0.484,0.9229,-0.1765,-0.1108,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0602,-0.1097,0.047,-0.229,0.2125,-0.0455,-3e-04,-0.1765,0.9996,0.0686,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.1082,0.2322,0.1777,0.1128,-0.0996,-0.1946,-0.2199,-0.1108,0.0686,0.9945,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.9351,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.8354,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.7911,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7545,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7424,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7254,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9669,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9204
