"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1303,0,0,0,0,0,0,0,0,0,0.1289,0.1393,0,0,0,0,0,0,0
"E_EnerLev",0,0.1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1223,0,0,0,0,0,0,0,0,0,0,0.1467,0,0,0,0,0
"A_Rspct",0,0,0,0.1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0.0875,0,0,0,0.0831,0,0,0,0,0.0904,0,0,0,0,0.0854,0.0958,0.0952,0.0965,0
"N_Anxty",0,0,0,0,0,0.1331,0,0,0,0,0,0,0,0,0,0,0,0,0.1368
"N_EmoVol",0,0,0,0,0,0,0.1207,0,0,0,0,0.1367,0,0,0,0,0.2161,0.1253,0
"C_Prdctv",0,0,0,0,0,0,0,0.1976,0,0,0,0,0,0,0,0.4549,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1365,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
