"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.1708,0,0,0,0,0,0,0,0,0,0,0.6636,0,0,0,0,0.2549,0,0
"E_EnerLev",0,0.2531,0,0,0,0,0,0,0,0.659,0,-0.3782,0.2894,0,-0.2786,0,0,0,0
"A_Cmpn",0,0,-0.0883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.0699,0,0,0,0,0,0,0,0,0,-0.363,-0.4186,0,0,0,0
"N_Depr",0.3633,0,0,0.3758,0.5911,0,0,0,0,-0.5573,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.0705,0,0,0,0,0,0,0,0,0,0.517,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.2064,0,0,0,0,0,0,0.6777,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.0335,0,0,0,0,0,0,0,0,0,0.438,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.0532,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
