"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1388,0.1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1547,0.1396
"E_EnerLev",0,0.1519,0,0,0,0,0,0,0,0.1519,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1258,0.1493
"N_Depr",0,0,0,0,0.1337,0,0.1335,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.0979,0,0,0.0976,0,0,0,0,0.0959,0,0.1401,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1653,0,0,0,0,0,0,0,0,0,0,0.2489,0
"C_Prdctv",0,0,0,0,0,0,0,0.1427,0,0,0,0,0,0,0.1486,0.1409,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1552,0.1268,0,0.1439,0,0.3282,0.3732,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
