"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0.1337,0.1325,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1257,0
"A_Rspct",0,0,0,0.119,0,0,0,0,0,0.1191,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1409,0.1436,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1437,0,0,0,0,0,0,0,0,0,0.1408,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1091,0,0,0,0,0,0,0.1097,0,0,0,0,0
"C_Prdctv",0,0,0.1245,0,0,0,0,0.123,0,0,0,0,0,0,0,0.1151,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1189,0,0,0,0,0,0.1179,0,0.1171,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
