"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","status"
"01",113.1726,112,97,0.4512,0.0129,0.0852,0.9857,0.9906,3590.3015,3382.4174,-1594.2087,"converged normally"
"02",118.699,108,101,0.2265,0.04,0.0887,0.9546,0.9713,3320.4234,3105.5828,-1451.7914,"converged normally"
"03",111.9899,110,99,0.4293,0.0175,0.087,0.9729,0.9826,3390.4809,3184.8047,-1493.4024,"converged normally"
"04",100.2598,95,114,0.3362,0.0343,0.0718,0.9342,0.9634,2730.8168,2519.9,-1145.95,"converged normally"
"05",105.5985,103,106,0.4106,0.0251,0.0904,0.9485,0.969,2378.6398,2199.6186,-993.8093,"converged normally"
"06",110.9823,103,106,0.2781,0.039,0.0884,0.9434,0.9659,2847.9617,2643.1881,-1215.5941,"converged normally"
"07",111.0482,107,102,0.375,0.032,0.0995,0.9543,0.9714,2128.8964,1964.5828,-880.2914,"converged normally"
"08",111.0516,104,105,0.3,0.0407,0.0897,0.9393,0.9631,2334.7419,2154.8168,-972.4084,"converged normally"
"09",111.6336,105,104,0.3106,0.0342,0.0918,0.9318,0.9581,3091.0122,2884.1579,-1338.0789,"converged normally"
"10",112.7953,111,98,0.4346,0.0188,0.0938,0.932,0.9558,2740.5361,2561.3292,-1182.6646,"converged normally"
"11",105.1532,102,107,0.3955,0.0256,0.0834,0.9761,0.9857,2639.0323,2441.0665,-1113.5333,"converged normally"
"13",109.7134,105,104,0.357,0.0286,0.0862,0.9517,0.9703,3135.9705,2927.2078,-1359.6039,"converged normally"
"14",96.1498,92,117,0.363,0.0453,0.0984,0.9655,0.9815,1240.3634,1112.7115,-439.3557,"converged normally"
"16",111.7517,105,104,0.3078,0.0273,0.0777,0.9451,0.9663,4818.7037,4563.4516,-2177.7258,"converged normally"
"17",109.2787,101,108,0.2696,0.0422,0.0806,0.9486,0.9697,2531.0347,2333.5414,-1058.7707,"converged normally"
"18",115.6428,103,106,0.1859,0.0356,0.0593,0.9337,0.9601,5324.5074,5051.588,-2419.794,"converged normally"
"19",115.074,108,101,0.3028,0.0263,0.0685,0.9404,0.9623,5305.1962,5047.2546,-2422.6273,"converged normally"
"21",111.4703,103,106,0.2673,0.0345,0.0821,0.9279,0.9566,3900.3856,3663.5703,-1725.7851,"converged normally"
"22",114.511,105,104,0.2472,0.0345,0.0724,0.9274,0.9554,4266.2723,4023.876,-1907.938,"converged normally"
"23",116.04,108,101,0.2812,0.0361,0.0871,0.9461,0.966,3169.3847,2963.0365,-1380.5183,"converged normally"
"24",117.2956,105,104,0.1941,0.0395,0.0707,0.933,0.9589,4112.2504,3871.2317,-1831.6158,"converged normally"
"25",116.834,107,102,0.2426,0.0365,0.09,0.9435,0.9647,3808.1635,3580.2847,-1688.1423,"converged normally"
"26",171.1647,113,96,3e-04,0.0802,0.0949,0.6465,0.7664,4472.7958,4244.1213,-2026.0606,"converged normally"
