"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","status"
"27",110.5168,102,107,0.2654,0.0305,0.0665,0.9323,0.9596,5038.7888,4771.3091,-2278.6546,"converged normally"
"28",116.5856,109,100,0.2921,0.0407,0.0977,0.9303,0.9556,2399.5982,2225.8312,-1012.9156,"converged normally"
"29",100.6747,97,112,0.3789,0.029,0.079,0.9506,0.972,2631.4115,2429.0653,-1102.5326,"converged normally"
"30",110.9705,109,100,0.4295,0.0207,0.1019,0.9688,0.9801,2442.6376,2268.8707,-1034.4353,"converged normally"
"31",115.982,103,106,0.1801,0.0502,0.0777,0.9536,0.972,2572.2433,2369.5689,-1078.7845,"converged normally"
"32",120.6099,105,104,0.1415,0.0454,0.0712,0.9257,0.9544,3910.6781,3673.9048,-1732.9524,"converged normally"
"33",123.4715,105,104,0.1053,0.0435,0.0707,0.9206,0.9512,5039.2199,4775.8295,-2283.9148,"converged normally"
"34",111.5213,114,95,0.5482,0,0.0718,1.1159,1,5497.1477,5253.5346,-2531.7673,"converged normally"
"35",116.3482,114,95,0.4213,0.0146,0.0751,0.9557,0.9705,5507.8654,5263.2679,-2536.6339,"converged normally"
"36",1580.5169,101,108,0,1.1049,0.1641,-0.4911,0.1193,630.409,578.039,-181.0195,"converged normally"
"37",109.3859,108,101,0.4446,0.0173,0.0936,0.9631,0.9767,2559.5839,2381.7027,-1089.8514,"converged normally"
"38",121.1475,108,101,0.1826,0.0411,0.0835,0.927,0.9539,3960.921,3730.9777,-1764.4889,"converged normally"
"39",109.2481,103,106,0.3181,0.0326,0.0843,0.9432,0.9658,3235.2256,3018.6621,-1403.3311,"converged normally"
"40",118.8861,106,103,0.1849,0.0429,0.0778,0.9244,0.9531,3643.6043,3418.0698,-1606.0349,"converged normally"
"41",114.4877,107,102,0.2926,0.0394,0.0824,0.9215,0.9508,2583.1059,2398.8263,-1097.4131,"converged normally"
"42",124.0571,107,102,0.1242,0.0491,0.084,0.9238,0.9523,3549.1491,3325.8043,-1560.9022,"converged normally"
"43",110.1007,100,109,0.2302,0.0469,0.0743,0.9418,0.966,2519.0797,2319.7578,-1050.8789,"converged normally"
"44",103.132,97,112,0.316,0.0475,0.078,0.9284,0.9594,1640.306,1491.0991,-633.5495,"converged normally"
"46",119.1687,107,102,0.1984,0.0409,0.0847,0.9412,0.9632,3687.1302,3460.7404,-1628.3702,"converged normally"
"49",109.7577,102,107,0.2822,0.046,0.0754,0.9419,0.9653,2018.9342,1849.4976,-817.7488,"converged normally"
"50",119.2203,109,100,0.2368,0.03,0.0764,0.9331,0.9574,5728.5786,5464.1395,-2632.0697,"converged normally"
"51",108.6984,104,105,0.3568,0.0205,0.0648,0.9454,0.9668,6101.5303,5819.9065,-2804.9533,"converged normally"
