"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",-0.1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3265,0,0,0,0,0,0,0.2728,0,0
"A_Rspct",0,-0.0895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4513,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,-0.0188,0.2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2879,0,0,0,0,0,0,0,0,0
"C_Org",0,0,-0.3137,-0.0474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5098,0
"C_Prdctv",0,0,0,0,0.0794,0,0,0,0,0.257,0,0,0,0,0,0,0,0,0,0,0.918,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,-0.0982,0,0,0,0,0,0,0,0,0,0,0,0,0.9581,-0.73,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.0297,0,0,0.2369,0,0,0,0,0,0,0,0,0,0,0,0,-0.5457,0.5878,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0.2495,0,0,-0.1117,0,0,0,0,0,0,-0.2122,0,0,0,-0.3359,0,0.7089,0,0,0,0,0,0,0,0.4509,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.1445,0,0,0,0,0,0,0,-0.2641,0,0,0,0,0,0,0,0,-0.3671,0,0,0,0,0
"N_Anxty",0.2581,-0.3142,0,0,0,0,0,0,0,0.3557,0,0,0,0,0,-0.2674,0,0.2873,0,0,-0.3178,0,0,0,0,0.6652,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.2716,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6157,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,-0.0357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,-0.1383,0,0,0,0,0,0,0,0,-0.4349,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143,0,0,0,0,0,0.5108,0,0.4567,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2012,0,0,0,0,0,0,0,0,0.4203,0,0,0,0.3313,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
