"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.132,0,0,0,0,0,0,0,0,0.1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0.1287,0.1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0.1267,0,0,0,0,0,0,0,0,0.1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1233,0,0,0,0
"C_Org",0,0,0,0.1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.1151,0,0,0,0,0,0,0,0,0,0.1067,0,0,0,0.1037,0,0.108,0,0,0,0,0,0,0,0,0,0.111
"C_Rspnbl",0,0,0,0,0,0.1307,0,0,0,0,0,0.1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0.1175,0,0,0,0,0.1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1186,0,0,0,0,0.1154,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.1083,0,0,0.1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1035,0.1033,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1082,0,0.1084,0,0,0,0,0,0
"N_Anxty",0,0,0.1287,0,0,0,0,0,0,0.1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1196,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0.13,0.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1097,0,0,0,0,0,0.1087,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0.1226,0,0,0,0,0,0,0.1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1197,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
