"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.0496,0,0.0442,0,0,0.0539,0,0,0.057,0.0458,0,0,0,0.0407,0.0544,0,0.0378,0,0.0368,0,0,0,0,0,0,0.0664,0,0.0415,0,0,0.0692
"A_Rspct",0,0.1649,0,0,0,0,0,0,0,0,0.1717,0,0,0,0,0,0,0,0,0,0,0,0.187,0,0,0,0,0,0,0,0
"A_Trust",0,0,0.1515,0.1597,0.1681,0,0,0,0,0,0,0,0,0,0,0,0.1737,0,0,0,0,0,0,0,0,0.1843,0.2145,0,0,0,0
"C_Org",0,0,0,0.2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.1965,0,0,0,0,0,0,0,0,0,0,0,0.2898,0,0,0,0,0.2577,0,0,0,0.2027,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.183,0,0,0,0,0,0,0,0,0,0,0.1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1641,0.1689,0.1243,0.1284,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.2778,0,0,0,0.3068,0,0,0,0,0,0,0,0.3909,0,0,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0.1804,0,0,0.1659,0,0,0,0,0.1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0.1002,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0.0977,0.1019,0,0,0,0.0984,0,0,0,0,0
"N_Depr",0,0,0,0.0613,0.0657,0,0,0.0819,0.0583,0,0.0676,0.0988,0,0.0692,0,0.1011,0.0725,0,0,0,0,0.0551,0,0.0583,0,0,0,0.0794,0,0,0.0654
"N_EmoVol",0,0,0,0,0.1733,0,0.1741,0,0,0,0,0.1842,0,0,0,0,0,0.2466,0,0,0,0,0,0,0,0.1767,0,0,0.1646,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1348,0,0,0,0,0,0.1389,0.135,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
