"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.0811,0,0,0.0607,0,0,0.0687,0,0.0596,0,0,0,0.0823,0.069,0,0,0,0,0,0.0667,0.062,0.0686,0,0,0.0573,0,0.0603,0,0,0,0
"A_Rspct",0,0.1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0.1228,0,0,0.1226,0,0,0,0.1152,0,0,0,0,0,0,0,0,0,0,0.1334,0,0,0,0.1137,0.1333,0,0,0,0,0
"C_Org",0,0,0,0.1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0.1371,0.1354,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1257,0,0,0,0,0,0,0.134,0,0,0,0.1276,0
"C_Rspnbl",0,0.1486,0,0,0,0.1773,0,0,0,0,0,0.1462,0,0.142,0,0.145,0.1242,0.1408,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0.1396,0,0.1256,0.1195,0,0,0.1629,0,0,0,0,0,0,0,0.1296,0.1428,0,0,0,0,0,0,0,0.135,0,0,0.1347
"E_EnerLev",0,0,0,0,0,0,0,0.1745,0,0,0,0,0,0,0,0.1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0.1044,0,0.1395,0,0,0,0,0,0,0,0,0,0,0,0.1184,0,0,0,0,0.171,0.1095,0,0,0,0.1233
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0.0362,0.0405,0.0319,0.039,0,0.0313,0.0357,0.0334,0.0364,0.0348,0.0347,0,0,0,0,0.031,0.0443,0.0315,0,0,0,0.0278,0,0.0351,0,0,0,0.0348,0.0312,0
"N_EmoVol",0,0,0,0,0,0,0,0,0.0996,0,0.1068,0.1259,0,0.1285,0.1042,0,0,0,0,0,0,0,0.1086,0,0,0,0,0,0.0956,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.1444,0,0,0.1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0.1568,0,0,0,0,0,0.1579,0,0,0,0,0,0,0.1605,0,0,0,0.1614,0,0,0,0,0,0
"O_IntCur",0,0.1429,0,0,0,0,0,0,0,0,0.141,0,0,0,0.1442,0,0,0,0.1331,0,0,0,0,0,0.1411,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
