"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",1,-0.1477,-0.1806,-0.3866,-0.1662,-0.2166,0.0229,0.0552,-0.2401,0.047,0.3791,0.3733,0.1008,0.0904,0.2644,-0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.1477,1,0.3356,0.3603,0.5143,0.2681,0.4331,0.5616,0.4621,0.3327,-0.2226,-0.4195,0.1703,0.1498,0.3471,0.0928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.1806,0.3356,1,0.3815,0.2714,0.208,0.1992,-0.0237,0.1765,0.0989,0.0442,-0.2033,-0.0097,-0.0999,0.242,-0.0154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",-0.3866,0.3603,0.3815,1,0.2421,0.3242,0.2028,0.0711,0.1996,0.1816,-0.3311,-0.4216,-0.2579,0.2613,-0.0179,0.2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.1662,0.5143,0.2714,0.2421,1,0.3244,0.4173,0.3515,0.4522,0.0051,-0.1484,-0.4945,0.0654,0.0498,0.2184,0.2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.2166,0.2681,0.208,0.3242,0.3244,1,0.5531,0.2316,0.3159,0.2236,-0.0918,-0.3637,-0.1018,0.3718,0.1739,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0229,0.4331,0.1992,0.2028,0.4173,0.5531,1,0.3859,0.2291,0.2037,-0.2077,-0.4682,0.0721,0.1519,0.4181,0.0234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.0552,0.5616,-0.0237,0.0711,0.3515,0.2316,0.3859,1,0.2563,0.3256,-0.259,-0.2855,0.4466,0.0206,0.4912,-0.0825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.2401,0.4621,0.1765,0.1996,0.4522,0.3159,0.2291,0.2563,1,0.4829,0.0335,-0.318,-0.1028,0.3005,0.259,0.0232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.047,0.3327,0.0989,0.1816,0.0051,0.2236,0.2037,0.3256,0.4829,1,0.1003,-0.0024,0.0313,0.2951,0.2494,-0.0497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.3791,-0.2226,0.0442,-0.3311,-0.1484,-0.0918,-0.2077,-0.259,0.0335,0.1003,1,0.5877,0.146,-0.0817,-0.1232,-0.1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.3733,-0.4195,-0.2033,-0.4216,-0.4945,-0.3637,-0.4682,-0.2855,-0.318,-0.0024,0.5877,1,0.1924,-0.1024,-0.132,-0.1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1008,0.1703,-0.0097,-0.2579,0.0654,-0.1018,0.0721,0.4466,-0.1028,0.0313,0.146,0.1924,1,-0.2872,0.2296,-0.2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSenslag",0.0904,0.1498,-0.0999,0.2613,0.0498,0.3718,0.1519,0.0206,0.3005,0.2951,-0.0817,-0.1024,-0.2872,1,7e-04,0.3291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImaglag",0.2644,0.3471,0.242,-0.0179,0.2184,0.1739,0.4181,0.4912,0.259,0.2494,-0.1232,-0.132,0.2296,7e-04,1,-0.0965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCurlag",-0.216,0.0928,-0.0154,0.2605,0.2067,0.0909,0.0234,-0.0825,0.0232,-0.0497,-0.1592,-0.1955,-0.2726,0.3291,-0.0965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8542,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6852,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6337,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6682,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6423,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6372,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7494,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8175,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7843,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3436,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5181,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7688,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5863,0
