"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",1,0.1884,0.15,-0.2279,-0.0141,0.2465,0.0336,0.3267,0.3542,0.0993,0.1785,0.0292,-0.1291,0.1564,0.3387,0.2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1884,1,0.4858,-0.2414,-0.2108,-0.046,0.0674,0.5583,0.2979,0.1468,-0.2309,-0.0848,-0.1838,0.0336,0.4539,0.1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.15,0.4858,1,-0.2318,0.0603,0.4531,0.5272,0.4022,0.3998,0.4334,-0.4567,-0.0935,-0.2516,0.3301,0.7655,0.5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",-0.2279,-0.2414,-0.2318,1,0.1992,0.1889,0.1395,-0.4701,-0.284,-0.0624,-0.2846,-0.6005,-0.2577,0.1731,-0.437,0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-0.0141,-0.2108,0.0603,0.1992,1,0.5281,0.6593,-0.0396,0.5049,0.2416,0.0566,-0.3029,-0.1346,0.2964,0.1669,0.0946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2465,-0.046,0.4531,0.1889,0.5281,1,0.6408,0.0953,0.4448,0.4136,-0.2458,-0.4478,-0.3275,0.3591,0.4355,0.5473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0336,0.0674,0.5272,0.1395,0.6593,0.6408,1,0.0894,0.4696,0.4916,-0.3734,-0.3369,-0.4154,0.4326,0.5372,0.4926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.3267,0.5583,0.4022,-0.4701,-0.0396,0.0953,0.0894,1,0.4634,0.0881,0.0432,-0.0036,-0.2256,0.0566,0.4321,0.1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3542,0.2979,0.3998,-0.284,0.5049,0.4448,0.4696,0.4634,1,0.2616,0.1763,-0.2615,-0.1337,0.3172,0.6296,0.0907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.0993,0.1468,0.4334,-0.0624,0.2416,0.4136,0.4916,0.0881,0.2616,1,-0.4682,-0.1814,-0.3924,0.5918,0.5799,0.7048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
