"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.1343,0,0.1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0.1337
"A_Rspct",0,0.1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0.2342,0,0,0,0.2099,0,0,0,0,0,0,0,0,0,0,0,0,0.4418,0,0,0,0,0,0,0,0,0,0.1998,0
"C_Org",0,0,0,0.1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1322,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0.1021,0.0913,0.1016,0,0,0,0,0,0,0,0.0889,0,0,0,0.0957,0,0,0,0.1093,0,0,0,0,0.1234,0,0,0,0.0944,0
"C_Rspnbl",0,0,0,0,0,0.1476,0,0,0,0.1483,0,0,0,0,0,0,0,0,0,0,0,0.1351,0,0,0,0.1641,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1531,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.115,0,0,0,0,0,0.1128,0,0.1153,0,0,0,0,0,0,0,0.1206,0.1212,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0.1564,0.1499,0,0,0,0,0,0,0,0,0.1393,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0.1068,0.1066,0,0,0.107,0,0,0,0,0,0.1146,0.1099,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.4884,0,0,0,0,0,0,2.0646,0,2.1923,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0.1175,0,0,0,0,0,0.1161,0.1059,0,0,0,0,0,0.1087,0,0,0,0,0,0,0.1123,0,0,0,0,0
"O_AesSens",0,0,0.1265,0,0,0.1284,0,0,0,0,0,0,0.1221,0.1207,0,0,0,0,0,0,0,0.1215,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0.1502,0,0,0,0,0,0,0.1443,0,0,0,0,0,0.1311,0.1234,0.1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0.1377,0,0,0.1386,0,0,0,0,0,0,0.1282,0,0,0,0,0,0,0.1274,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
