"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.1473,0,0.1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1606,0,0,0,0
"A_Rspct",0,0.4332,0,0,0,0,0,0,0,0,0,0,0,0.3298,0,0,0,0.5332,0,0,0,0,0,0,0,0,0,0,0.582,0,0
"A_Trust",0,0,0.2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3935,0,0,0,0,0.2708,0,0,0,0,0,0,0,0,0
"C_Org",0,0.1529,0,0.1318,0,0,0,0,0,0.1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155,0,0,0,0
"C_Prdctv",0.1341,0,0,0,0.1343,0,0,0,0,0,0,0,0,0.1174,0.121,0,0,0,0,0,0.1224,0,0,0,0.1332,0,0,0,0,0,0.1325
"C_Rspnbl",0,0,0,0,0,0.1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163
"E_Assert",0,0.1551,0,0.1153,0,0,0.1241,0.1141,0,0,0,0,0,0,0,0,0,0.1332,0.1428,0,0.1385,0,0,0,0,0,0,0.1848,0,0,0.1353
"E_EnerLev",0,0,0,0,0.154,0,0,0.142,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0.142,0,0.1649,0.1628,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0.107,0,0,0.1098,0.1094,0,0,0,0.1148,0,0.1087,0.1019,0,0,0,0,0,0.1,0,0,0,0,0.128,0.1054,0,0,0
"N_Anxty",0.0994,0,0,0.0987,0,0,0,0,0,0.1403,0.1364,0,0,0,0,0,0,0,0.1036,0,0,0,0,0,0,0.1049,0,0,0.1026,0,0
"N_Depr",0,0.3243,0,0,0,0.2439,0,0,0,0,0.2186,0,0,0,0,0,0,0,0,0,0,0,0,0.3215,0,0,0.4215,0,0,0,0
"N_EmoVol",0,0.0588,0.0521,0,0.0741,0,0.0523,0.0688,0,0,0,0.0567,0.0585,0.0581,0.0531,0.0538,0.0623,0.0546,0,0,0.0582,0.0602,0,0,0.0898,0.0928,0,0,0.0636,0.0532,0.0586
"O_AesSens",0,0.1779,0,0,0,0,0.1804,0,0.1841,0.1987,0,0,0.1676,0,0,0,0,0,0,0,0,0.2382,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0.2425,0,0.3001,0,0,0,0,0.3437,0.3212,0,0,0,0.3102,0,0,0,0.3195,0,0,0,0,0,0.3441,0,0.5976,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1478,0,0,0,0,0,0,0,0,0.1798,0.1712,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
