"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.0796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822,0,0,0,0,0.0947,0,0,0,0,0,0,0,0.0954,0
"A_Rspct",0,0.1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1067,0,0,0,0,0,0,0
"A_Trust",0,0,0.0903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961,0,0,0,0,0,0,0,0,0.1132,0,0,0,0,0
"C_Org",0,0,0,0.0838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961,0,0,0,0,0,0,0,0,0.0955,0,0
"C_Prdctv",0,0,0,0,0.0852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.0806,0,0,0,0,0,0,0,0,0,0,0,0.0812,0,0,0,0,0.1082,0,0,0,0,0.1069,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.0753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762,0.075,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.0894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.0977,0,0,0,0,0,0,0.1793,0.1225,0,0,0,0,0,0.1224,0,0,0,0,0.1247,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.0902,0,0,0,0,0,0,0,0,0,0,0.0907,0,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.0881,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.0904,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925,0,0,0,0,0,0.0993,0,0,0,0,0,0,0,0.0997,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882,0,0,0,0,0.0951,0,0,0,0.0955,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
