"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",1,0.467,0.3647,0.2155,-6e-04,0.2781,0.2859,0.4071,0.5294,0.5049,0.1707,-0.262,-0.065,0.0982,0.4467,0.1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.467,1,0.042,0.092,-0.0663,-0.0816,0.0324,0.0629,0.166,0.253,-0.0338,0.0421,0.1194,0.0254,0.3249,-0.0758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.3647,0.042,1,0.3769,-0.0026,0.1558,0.2369,0.1416,0.4377,0.1873,-0.0062,-0.16,-0.2872,0.3774,0.1554,0.3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.2155,0.092,0.3769,1,0.0729,-0.0502,0.0772,0.0541,0.2027,0.2036,-0.1617,-0.1212,-0.0148,0.1122,0.2063,0.0988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",-6e-04,-0.0663,-0.0026,0.0729,1,0.2505,-0.0301,-0.0162,-0.0602,0.0725,-0.4132,-0.1917,0.0448,0.4335,0.3914,0.3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2781,-0.0816,0.1558,-0.0502,0.2505,1,0.503,0.0284,0.1771,0.2608,4e-04,-0.1583,-0.0359,0.1358,0.1552,0.3052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2859,0.0324,0.2369,0.0772,-0.0301,0.503,1,-0.0889,0.1439,0.2665,0.1879,-0.281,-0.188,-0.0799,-0.1432,0.2952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.4071,0.0629,0.1416,0.0541,-0.0162,0.0284,-0.0889,1,0.4636,0.234,0.3465,-0.149,0.0336,-0.1695,0.1566,-0.0579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.5294,0.166,0.4377,0.2027,-0.0602,0.1771,0.1439,0.4636,1,0.4387,0.2761,-0.0978,0.0257,-0.0051,0.223,0.0378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.5049,0.253,0.1873,0.2036,0.0725,0.2608,0.2665,0.234,0.4387,1,-0.1261,-0.2579,0.0639,0.1242,0.341,0.3181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
