"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965,0,0,0,0,0,0,0.0965,0,0
"A_Rspct",0,0.0985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1177,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0.0976,0.0978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0.0855,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854,0
"C_Prdctv",0,0,0,0,0.095,0,0,0,0,0.0957,0,0,0,0,0,0,0,0,0,0,0.1535,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0.2155,0.3352,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.086,0,0,0.0852,0,0,0,0,0,0,0,0,0,0,0,0,0.0972,0.0991,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0.0845,0,0,0.0813,0,0,0,0,0,0,0.0762,0,0,0,0.0965,0,0.0934,0,0,0,0,0,0,0,0.0851,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.1018,0,0,0,0,0,0,0,0.1264,0,0,0,0,0,0,0,0,0.1036,0,0,0,0,0
"N_Anxty",0.1,0.0969,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0.096,0,0.1034,0,0,0.0931,0,0,0,0,0.1619,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0.1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2776,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.0937,0,0,0,0,0,0,0,0,0.0946,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.0907,0,0.1024,0,0,0,0,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0.0917,0,0,0,0.0928,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
