"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",-0.192,0,0,0,0,0,0,0,0,0,0,0,0,-0.2653,0,0,0,0,0,-0.3387,0,0,0,0,0,-0.4265,0,0,0.259,0,-0.2167
"A_Rspct",0,-0.2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2483,0,0,0,0,0,0,0,0,-0.2731,0
"A_Trust",0,0,-0.0485,0,0,0,0,0,0,-0.2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,-0.0389,0,0,0,0,0,0,0,0,0,0,0,0,0.3001,0,0,0,0,0,0,0,0,0,0,0.4035,0,0,0
"C_Prdctv",0,0,0,0,-0.0157,0,0,0,-0.236,0,0,0,0,0,0,0,0,0,0.2703,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,-0.3648,0,0.0269,0,-0.2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3045,0,0
"E_Assert",0,0,0,0,0,0,-0.2313,0,0,0,0,0,0,0,0,-0.2519,0,-0.2249,0,0,0,0,0,0,0,-0.3296,0,0.2335,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.0732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3239,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,-0.0676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2302,0.5285,0
"N_Anxty",0,0,0,0,0,0,0,0,0,-0.0873,0,0,0,0,0.2309,0,0,0,0,0,0,0.206,0,0,0,0.4915,0,-0.3716,0,0,-0.2102
"N_Depr",0,0,0,0,0,0,0,0,0,0.2603,0.2526,0,0,0,0,0,0,0,0,-0.2096,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,-0.0727,0,0,0,0,-0.2725,0,0,0,0,0,0.3342,0,0,0.406,0,0,-0.3096,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,-0.0821,0,-0.3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256,0,0,0,0,0,0,0,0,0.2612,0,0,0,0,0,0,-0.3207,-0.2158
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0737,0,0,0,0,0,0,0,0,0,-0.3283,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
