"","cumsumT","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur"
"cumsumT",1,0.0836,-0.1872,0.0498,0.0965,0.1742,0.192,0.1934,0.0157,-0.0279,-0.1258,0.0292,-0.079,0.1767,-0.1186,-0.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0836,1,0.2101,0.0393,0.0687,-0.1753,0.0832,0.076,0.1461,0.1011,-0.0484,0.1082,-0.0454,0.0908,0.1359,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.1872,0.2101,1,0.176,0.1158,0.0817,0.0841,-0.1076,0.1103,0.0559,0.0502,-0.0296,-0.0136,0.036,-0.0225,0.1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trustlag",0.0498,0.0393,0.176,1,0.0441,-0.0525,0.0439,0.1096,0.0284,0.0072,-0.1387,-0.1922,-0.2866,-0.1623,0.1315,0.1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Orglag",0.0965,0.0687,0.1158,0.0441,1,0.049,0.1363,0.1153,0.0844,0.062,-0.1847,-0.1283,-0.1514,0.2039,-0.1324,0.1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1742,-0.1753,0.0817,-0.0525,0.049,1,0.2219,0.0369,0.1181,0.0576,-0.0274,-0.1265,-0.0898,-1e-04,0.1143,-0.0221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.192,0.0832,0.0841,0.0439,0.1363,0.2219,1,0.2529,0.1858,0.1492,-0.0651,-0.1063,-0.2468,0.0639,0.1454,0.0607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assertlag",0.1934,0.076,-0.1076,0.1096,0.1153,0.0369,0.2529,1,0.1776,0.1194,-0.1229,0.0772,0.0156,0.1338,0.1027,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.0157,0.1461,0.1103,0.0284,0.0844,0.1181,0.1858,0.1776,1,0.2799,0.0615,0.0449,-0.0554,-0.1765,0.2053,0.0326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.0279,0.1011,0.0559,0.0072,0.062,0.0576,0.1492,0.1194,0.2799,1,-0.1325,-0.1788,-0.107,-0.0421,0.1864,0.2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
