"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.3102,0.061,5e-04,-0.1199,-0.0584,0.0116,0.3631,0.1519,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3102,1,0.1858,0.0569,-0.2407,0.1564,0.1528,0.17,0.1305,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.061,0.1858,1,0.1731,-0.2774,-0.0946,-0.144,-0.1098,-0.0453,0,0,0,0,0,0,0,0,0
"A_Rspctlag",5e-04,0.0569,0.1731,1,-0.1625,0.0208,-0.2013,0.068,0.2279,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1199,-0.2407,-0.2774,-0.1625,1,0.5495,0.3891,-0.2573,-0.371,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0584,0.1564,-0.0946,0.0208,0.5495,1,0.3698,-0.061,-0.1738,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0116,0.1528,-0.144,-0.2013,0.3891,0.3698,1,-0.2291,-0.1553,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.3631,0.17,-0.1098,0.068,-0.2573,-0.061,-0.2291,1,0.2486,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1519,0.1305,-0.0453,0.2279,-0.371,-0.1738,-0.1553,0.2486,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8623,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9992,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9961,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9891,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5222,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7695,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9939,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9947
