"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.1928,0.0563,0.0774,-0.0054,-0.1928,0.0483,0.1006,0.258,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1928,1,0.1209,0.1524,-0.0434,0.0925,-0.1823,0.3517,0.0417,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0563,0.1209,1,0.1764,-0.0671,-0.0092,0.0583,0.0247,-0.0374,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0774,0.1524,0.1764,1,0.036,0.0421,0.0538,-0.1856,0.2052,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.0054,-0.0434,-0.0671,0.036,1,-0.1864,0.3853,0.0547,-0.2601,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1928,0.0925,-0.0092,0.0421,-0.1864,1,0.0024,0.0104,-0.058,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0483,-0.1823,0.0583,0.0538,0.3853,0.0024,1,-0.1509,-0.0818,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1006,0.3517,0.0247,-0.1856,0.0547,0.0104,-0.1509,1,0.0489,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.258,0.0417,-0.0374,0.2052,-0.2601,-0.058,-0.0818,0.0489,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.9928,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.8616,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.7796,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.8784,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8037,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8331
