"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.4269,0.2352,0.0811,-0.3031,-0.221,-0.218,0.2532,0.0245,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.4269,1,0.3534,0.2375,-0.4085,-0.3075,-0.2112,0.3139,0.1959,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.2352,0.3534,1,0.5156,-0.2062,-0.2265,-0.3546,0.1371,0.2299,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0811,0.2375,0.5156,1,-0.3001,-0.2994,-0.1689,0.025,0.2951,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.3031,-0.4085,-0.2062,-0.3001,1,0.6904,0.5394,-0.1153,-0.3731,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.221,-0.3075,-0.2265,-0.2994,0.6904,1,0.5072,-0.2345,-0.3386,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.218,-0.2112,-0.3546,-0.1689,0.5394,0.5072,1,-0.1253,-0.3652,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2532,0.3139,0.1371,0.025,-0.1153,-0.2345,-0.1253,1,0.4001,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0245,0.1959,0.2299,0.2951,-0.3731,-0.3386,-0.3652,0.4001,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8183,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.8093,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8713,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.7331,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7097,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4945,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9808,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8411,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8233
