"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.5691,0.4244,0.1693,-0.2671,-0.2252,-0.0979,0.2823,0.3908,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.5691,1,0.4704,0.2148,-0.3748,-0.2214,-0.1726,0.3036,0.2711,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.4244,0.4704,1,0.175,-0.2516,0.0938,-0.0772,0.0764,-0.013,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1693,0.2148,0.175,1,-0.2947,-0.1207,-0.2248,0.301,0.1787,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2671,-0.3748,-0.2516,-0.2947,1,0.0344,0.4141,-0.1361,-0.313,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2252,-0.2214,0.0938,-0.1207,0.0344,1,0.3898,-0.1268,-0.1787,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0979,-0.1726,-0.0772,-0.2248,0.4141,0.3898,1,0.0861,-0.0482,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2823,0.3036,0.0764,0.301,-0.1361,-0.1268,0.0861,1,0.523,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.3908,0.2711,-0.013,0.1787,-0.313,-0.1787,-0.0482,0.523,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8683,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.6951,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.7608,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.8784,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8693,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9707,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7023,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7074,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8342
