"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.3656,0.2512,-0.081,-0.1366,-0.1626,0.137,0.0317,0.0394,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.3656,1,0.2244,0.0163,-0.2473,-0.2125,0.076,0.1726,0.0992,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.2512,0.2244,1,0.2966,0.0363,-0.122,0.0032,0.0347,-0.051,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.081,0.0163,0.2966,1,0.0456,0.1019,-0.0177,0.1224,-0.0991,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1366,-0.2473,0.0363,0.0456,1,0.1657,0.385,-0.2195,-0.07,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1626,-0.2125,-0.122,0.1019,0.1657,1,0.157,-0.2095,-0.3224,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.137,0.076,0.0032,-0.0177,0.385,0.157,1,-0.0952,-0.1033,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0317,0.1726,0.0347,0.1224,-0.2195,-0.2095,-0.0952,1,0.3798,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0394,0.0992,-0.051,-0.0991,-0.07,-0.3224,-0.1033,0.3798,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8705,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.9988,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.8277,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.9858,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7335,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9968,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878
