"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9994,0.2976,0.3202,0.1804,-0.3568,-0.31,-0.2906,0.3165,0.296,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.2976,0.9446,0.13,0.1183,-0.2621,-0.2349,-0.2352,0.3096,0.3791,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.3202,0.13,0.9718,0.0695,-0.0847,0.1103,-0.0503,-0.1147,-0.0074,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1804,0.1183,0.0695,0.983,-0.3835,-0.2266,-0.3705,0.2565,0.2691,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.3568,-0.2621,-0.0847,-0.3835,0.9961,0.4452,0.2835,-0.346,-0.4009,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.31,-0.2349,0.1103,-0.2266,0.4452,0.9815,0.3822,-0.3032,-0.3374,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2906,-0.2352,-0.0503,-0.3705,0.2835,0.3822,0.9996,-0.3372,-0.3405,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.3165,0.3096,-0.1147,0.2565,-0.346,-0.3032,-0.3372,0.9964,0.3078,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.296,0.3791,-0.0074,0.2691,-0.4009,-0.3374,-0.3405,0.3078,0.9855,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.7863,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.8187,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.7477,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.7762,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7939,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7136,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7792,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8679,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8193
