"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",0.9608,0.5501,0.4086,0.1652,-0.2616,-0.2187,-0.0956,0.2718,0.3755,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.5501,0.9726,0.4556,0.2108,-0.3694,-0.2164,-0.1697,0.294,0.2621,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.4086,0.4556,0.9646,0.171,-0.2469,0.0913,-0.0756,0.0737,-0.0125,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1652,0.2108,0.171,0.9903,-0.2931,-0.1191,-0.223,0.2941,0.1743,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2616,-0.3694,-0.2469,-0.2931,0.9988,0.0341,0.4125,-0.1336,-0.3067,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2187,-0.2164,0.0913,-0.1191,0.0341,0.982,0.385,-0.1234,-0.1736,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0956,-0.1697,-0.0756,-0.223,0.4125,0.385,0.9937,0.0843,-0.0471,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2718,0.294,0.0737,0.2941,-0.1336,-0.1234,0.0843,0.9642,0.5034,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.3755,0.2621,-0.0125,0.1743,-0.3067,-0.1736,-0.0471,0.5034,0.9608,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8732,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.675,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.7599,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.8862,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8665,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9532,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6858,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7065,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8109
