"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scblty",-0.0812,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5488,0,0,0
"E_EnerLev",0,-0.1316,0,0,0,0,0,0.3443,0,0.5637,0,0,0,0,0,0,0,0
"A_Cmpn",0,-0.6141,0.1136,0,0,0,-0.4567,0,0.3659,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.2042,-0.5563,0,0,0,0,0,0.6044,0,0,0,0,0,-0.275,0
"N_Depr",0,0,0,0,0.4195,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",-0.3248,0,0,0,0,0.3851,0,0,0.3543,0,0,0,0.3606,0.7482,0,0,0.5181,-0.4859
"N_EmoVol",0,0,0,0,0,0,-0.0047,0,0,0,0,0,0,0.6786,0,0,0,0
"C_Prdctv",0,0,0.3393,-0.6736,0.6636,0,-0.8771,-0.2537,0.4209,0,0.468,0,0,0,-0.5088,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.2011,0,0,0,0.4913,0,0,0,0,0
